Initial,Final,Cost Function,Algorithm,Objective Found,Path Cost,Generated Nodes,Visited Nodes,Heuristic
"(22,27)","(8,7)",c4,GBFS,True,329,104,35,h1
"(22,27)","(8,7)",c4,A,True,293,1049,263,h1
"(22,27)","(8,7)",c1,GBFS,True,340,104,35,h2
"(22,27)","(8,7)",c1,A,True,340,1257,315,h2
"(22,27)","(8,7)",c2,GBFS,True,410,104,35,h2
"(22,27)","(8,7)",c2,A,True,410,1614,405,h2
"(22,27)","(8,7)",c3,GBFS,True,371,104,35,h2
"(22,27)","(8,7)",c3,A,True,350,925,232,h2
"(22,27)","(8,7)",c4,GBFS,True,321,104,35,h2
"(22,27)","(8,7)",c4,A,True,303,157,40,h2
"(24,15)","(21,0)",c1,GBFS,True,180,56,19,h1
"(24,15)","(21,0)",c1,A,True,180,326,83,h1
"(24,15)","(21,0)",c2,GBFS,True,195,56,19,h1
"(24,15)","(21,0)",c2,A,True,195,354,90,h1
"(24,15)","(21,0)",c3,GBFS,True,189,56,19,h1
"(24,15)","(21,0)",c3,A,True,180,258,66,h1
"(24,15)","(21,0)",c4,GBFS,True,183,56,19,h1
"(24,15)","(21,0)",c4,A,True,167,229,58,h1
"(24,15)","(21,0)",c1,GBFS,True,180,56,19,h2
"(24,15)","(21,0)",c1,A,True,180,250,64,h2
"(24,15)","(21,0)",c2,GBFS,True,195,56,19,h2
"(24,15)","(21,0)",c2,A,True,195,250,64,h2
"(24,15)","(21,0)",c3,GBFS,True,186,56,19,h2
"(24,15)","(21,0)",c3,A,True,180,154,40,h2
"(24,15)","(21,0)",c4,GBFS,True,186,56,19,h2
"(24,15)","(21,0)",c4,A,True,177,73,19,h2
"(9,28)","(30,15)",c1,GBFS,True,340,103,35,h1
"(9,28)","(30,15)",c1,A,True,340,1500,384,h1
"(9,28)","(30,15)",c2,GBFS,True,445,103,35,h1
"(9,28)","(30,15)",c2,A,True,445,2138,545,h1
"(9,28)","(30,15)",c3,GBFS,True,397,103,35,h1
"(9,28)","(30,15)",c3,A,True,367,1616,410,h1
"(9,28)","(30,15)",c4,GBFS,True,328,103,35,h1
"(9,28)","(30,15)",c4,A,True,294,1002,255,h1
"(9,28)","(30,15)",c1,GBFS,True,340,91,35,h2
"(9,28)","(30,15)",c1,A,True,340,1216,308,h2
"(9,28)","(30,15)",c2,GBFS,True,445,91,35,h2
"(9,28)","(30,15)",c2,A,True,445,1800,458,h2
"(9,28)","(30,15)",c3,GBFS,True,391,91,35,h2
"(9,28)","(30,15)",c3,A,True,367,1137,285,h2
"(9,28)","(30,15)",c4,GBFS,True,327,91,35,h2
"(9,28)","(30,15)",c4,A,True,286,177,45,h2
"(1,4)","(11,20)",c1,GBFS,True,260,80,27,h1
"(1,4)","(11,20)",c1,A,True,260,864,221,h1
"(1,4)","(11,20)",c2,GBFS,True,310,80,27,h1
"(1,4)","(11,20)",c2,A,True,310,992,256,h1
"(1,4)","(11,20)",c3,GBFS,True,290,80,27,h1
"(1,4)","(11,20)",c3,A,True,267,818,210,h1
"(1,4)","(11,20)",c4,GBFS,True,251,80,27,h1
"(1,4)","(11,20)",c4,A,True,225,602,154,h1
"(1,4)","(11,20)",c1,GBFS,True,260,80,27,h2
"(1,4)","(11,20)",c1,A,True,260,745,187,h2
"(1,4)","(11,20)",c2,GBFS,True,310,80,27,h2
"(1,4)","(11,20)",c2,A,True,310,882,226,h2
"(1,4)","(11,20)",c3,GBFS,True,281,80,27,h2
"(1,4)","(11,20)",c3,A,True,267,569,143,h2
"(1,4)","(11,20)",c4,GBFS,True,247,80,27,h2
"(1,4)","(11,20)",c4,A,True,235,105,27,h2
"(19,0)","(6,27)",c1,GBFS,True,400,121,41,h1
"(19,0)","(6,27)",c1,A,True,400,1953,494,h1
"(19,0)","(6,27)",c2,GBFS,True,465,121,41,h1
"(19,0)","(6,27)",c2,A,True,465,2276,577,h1
"(19,0)","(6,27)",c3,GBFS,True,441,121,41,h1
"(19,0)","(6,27)",c3,A,True,406,1847,467,h1
"(19,0)","(6,27)",c4,GBFS,True,404,121,41,h1
"(19,0)","(6,27)",c4,A,True,353,1412,357,h1
"(19,0)","(6,27)",c1,GBFS,True,400,108,41,h2
"(19,0)","(6,27)",c1,A,True,400,1551,392,h2
"(19,0)","(6,27)",c2,GBFS,True,465,108,41,h2
"(19,0)","(6,27)",c2,A,True,465,1851,468,h2
"(19,0)","(6,27)",c3,GBFS,True,427,108,41,h2
"(19,0)","(6,27)",c3,A,True,406,1076,271,h2
"(19,0)","(6,27)",c4,GBFS,True,381,108,41,h2
"(19,0)","(6,27)",c4,A,True,366,180,46,h2
"(3,27)","(9,7)",c1,GBFS,True,260,80,27,h1
"(3,27)","(9,7)",c1,A,True,260,784,199,h1
"(3,27)","(9,7)",c2,GBFS,True,290,80,27,h1
"(3,27)","(9,7)",c2,A,True,290,871,223,h1
"(3,27)","(9,7)",c3,GBFS,True,278,80,27,h1
"(3,27)","(9,7)",c3,A,True,262,720,183,h1
"(3,27)","(9,7)",c4,GBFS,True,263,80,27,h1
"(3,27)","(9,7)",c4,A,True,235,521,131,h1
"(3,27)","(9,7)",c1,GBFS,True,260,80,27,h2
"(3,27)","(9,7)",c1,A,True,260,585,147,h2
"(3,27)","(9,7)",c2,GBFS,True,290,80,27,h2
"(3,27)","(9,7)",c2,A,True,290,693,174,h2
"(3,27)","(9,7)",c3,GBFS,True,269,80,27,h2
"(3,27)","(9,7)",c3,A,True,262,409,103,h2
"(3,27)","(9,7)",c4,GBFS,True,263,80,27,h2
"(3,27)","(9,7)",c4,A,True,245,105,27,h2
"(27,1)","(9,30)",c1,GBFS,True,470,143,48,h1
"(27,1)","(9,30)",c1,A,True,470,2592,664,h1
"(27,1)","(9,30)",c2,GBFS,True,560,143,48,h1
"(27,1)","(9,30)",c2,A,True,560,2645,680,h1
"(27,1)","(9,30)",c3,GBFS,True,508,143,48,h1
"(27,1)","(9,30)",c3,A,True,481,2433,624,h1
"(27,1)","(9,30)",c4,GBFS,True,461,143,48,h1
"(27,1)","(9,30)",c4,A,True,407,1898,482,h1
"(27,1)","(9,30)",c1,GBFS,True,470,143,48,h2
"(27,1)","(9,30)",c1,A,True,470,2259,570,h2
"(27,1)","(9,30)",c2,GBFS,True,560,143,48,h2
"(27,1)","(9,30)",c2,A,True,560,2637,677,h2
"(27,1)","(9,30)",c3,GBFS,True,509,143,48,h2
"(27,1)","(9,30)",c3,A,True,481,1511,383,h2
"(27,1)","(9,30)",c4,GBFS,True,461,143,48,h2
"(27,1)","(9,30)",c4,A,True,425,229,58,h2
"(5,8)","(8,20)",c1,GBFS,True,150,47,16,h1
"(5,8)","(8,20)",c1,A,True,150,257,65,h1
"(5,8)","(8,20)",c2,GBFS,True,165,47,16,h1
"(5,8)","(8,20)",c2,A,True,165,289,73,h1
"(5,8)","(8,20)",c3,GBFS,True,156,47,16,h1
"(5,8)","(8,20)",c3,A,True,151,221,56,h1
"(5,8)","(8,20)",c4,GBFS,True,144,47,16,h1
"(5,8)","(8,20)",c4,A,True,137,145,37,h1
"(5,8)","(8,20)",c1,GBFS,True,150,47,16,h2
"(5,8)","(8,20)",c1,A,True,150,205,52,h2
"(5,8)","(8,20)",c2,GBFS,True,165,47,16,h2
"(5,8)","(8,20)",c2,A,True,165,205,52,h2
"(5,8)","(8,20)",c3,GBFS,True,156,47,16,h2
"(5,8)","(8,20)",c3,A,True,151,157,40,h2
"(5,8)","(8,20)",c4,GBFS,True,156,47,16,h2
"(5,8)","(8,20)",c4,A,True,147,61,16,h2
"(4,7)","(5,13)",c1,GBFS,True,70,23,8,h1
"(4,7)","(5,13)",c1,A,True,70,53,14,h1
"(4,7)","(5,13)",c2,GBFS,True,75,23,8,h1
"(4,7)","(5,13)",c2,A,True,75,53,14,h1
"(4,7)","(5,13)",c3,GBFS,True,72,23,8,h1
"(4,7)","(5,13)",c3,A,True,70,41,11,h1
"(4,7)","(5,13)",c4,GBFS,True,68,23,8,h1
"(4,7)","(5,13)",c4,A,True,68,29,8,h1
"(4,7)","(5,13)",c1,GBFS,True,70,23,8,h2
"(4,7)","(5,13)",c1,A,True,70,53,14,h2
"(4,7)","(5,13)",c2,GBFS,True,75,23,8,h2
"(4,7)","(5,13)",c2,A,True,75,53,14,h2
"(4,7)","(5,13)",c3,GBFS,True,73,23,8,h2
"(4,7)","(5,13)",c3,A,True,70,41,11,h2
"(4,7)","(5,13)",c4,GBFS,True,73,23,8,h2
"(4,7)","(5,13)",c4,A,True,69,33,9,h2
"(24,25)","(29,22)",c1,GBFS,True,80,26,9,h1
"(24,25)","(29,22)",c1,A,True,80,109,28,h1
"(24,25)","(29,22)",c2,GBFS,True,105,26,9,h1
"(24,25)","(29,22)",c2,A,True,105,153,39,h1
"(24,25)","(29,22)",c3,GBFS,True,90,26,9,h1
"(24,25)","(29,22)",c3,A,True,86,109,28,h1
"(24,25)","(29,22)",c4,GBFS,True,82,26,9,h1
"(24,25)","(29,22)",c4,A,True,75,65,17,h1
"(24,25)","(29,22)",c1,GBFS,True,80,26,9,h2
"(24,25)","(29,22)",c1,A,True,80,93,24,h2
"(24,25)","(29,22)",c2,GBFS,True,105,26,9,h2
"(24,25)","(29,22)",c2,A,True,105,125,32,h2
"(24,25)","(29,22)",c3,GBFS,True,87,26,9,h2
"(24,25)","(29,22)",c3,A,True,86,89,23,h2
"(24,25)","(29,22)",c4,GBFS,True,85,26,9,h2
"(24,25)","(29,22)",c4,A,True,70,33,9,h2
"(23,18)","(25,3)",c1,GBFS,True,170,53,18,h1
"(23,18)","(25,3)",c1,A,True,170,237,60,h1
"(23,18)","(25,3)",c2,GBFS,True,180,53,18,h1
"(23,18)","(25,3)",c2,A,True,180,245,62,h1
"(23,18)","(25,3)",c3,GBFS,True,174,53,18,h1
"(23,18)","(25,3)",c3,A,True,170,189,48,h1
"(23,18)","(25,3)",c4,GBFS,True,172,53,18,h1
"(23,18)","(25,3)",c4,A,True,161,153,39,h1
"(23,18)","(25,3)",c1,GBFS,True,170,53,18,h2
"(23,18)","(25,3)",c1,A,True,170,189,48,h2
"(23,18)","(25,3)",c2,GBFS,True,180,53,18,h2
"(23,18)","(25,3)",c2,A,True,180,189,48,h2
"(23,18)","(25,3)",c3,GBFS,True,175,53,18,h2
"(23,18)","(25,3)",c3,A,True,170,145,37,h2
"(23,18)","(25,3)",c4,GBFS,True,175,53,18,h2
"(23,18)","(25,3)",c4,A,True,169,69,18,h2
"(11,29)","(4,11)",c1,GBFS,True,250,77,26,h1
"(11,29)","(4,11)",c1,A,True,250,778,197,h1
"(11,29)","(4,11)",c2,GBFS,True,285,77,26,h1
"(11,29)","(4,11)",c2,A,True,285,896,227,h1
"(11,29)","(4,11)",c3,GBFS,True,264,77,26,h1
"(11,29)","(4,11)",c3,A,True,253,726,184,h1
"(11,29)","(4,11)",c4,GBFS,True,245,77,26,h1
"(11,29)","(4,11)",c4,A,True,222,503,127,h1
"(11,29)","(4,11)",c1,GBFS,True,250,77,26,h2
"(11,29)","(4,11)",c1,A,True,250,605,152,h2
"(11,29)","(4,11)",c2,GBFS,True,285,77,26,h2
"(11,29)","(4,11)",c2,A,True,285,709,179,h2
"(11,29)","(4,11)",c3,GBFS,True,262,77,26,h2
"(11,29)","(4,11)",c3,A,True,253,425,107,h2
"(11,29)","(4,11)",c4,GBFS,True,250,77,26,h2
"(11,29)","(4,11)",c4,A,True,231,101,26,h2
"(13,18)","(11,23)",c1,GBFS,True,70,23,8,h1
"(13,18)","(11,23)",c1,A,True,70,77,20,h1
"(13,18)","(11,23)",c2,GBFS,True,80,23,8,h1
"(13,18)","(11,23)",c2,A,True,80,85,22,h1
"(13,18)","(11,23)",c3,GBFS,True,72,23,8,h1
"(13,18)","(11,23)",c3,A,True,71,65,17,h1
"(13,18)","(11,23)",c4,GBFS,True,68,23,8,h1
"(13,18)","(11,23)",c4,A,True,67,45,12,h1
"(13,18)","(11,23)",c1,GBFS,True,70,23,8,h2
"(13,18)","(11,23)",c1,A,True,70,69,18,h2
"(13,18)","(11,23)",c2,GBFS,True,80,23,8,h2
"(13,18)","(11,23)",c2,A,True,80,69,18,h2
"(13,18)","(11,23)",c3,GBFS,True,75,23,8,h2
"(13,18)","(11,23)",c3,A,True,71,53,14,h2
"(13,18)","(11,23)",c4,GBFS,True,75,23,8,h2
"(13,18)","(11,23)",c4,A,True,69,29,8,h2
"(15,12)","(14,13)",c1,GBFS,True,20,8,3,h1
"(15,12)","(14,13)",c1,A,True,20,13,4,h1
"(15,12)","(14,13)",c2,GBFS,True,25,8,3,h1
"(15,12)","(14,13)",c2,A,True,25,13,4,h1
"(15,12)","(14,13)",c3,GBFS,True,23,8,3,h1
"(15,12)","(14,13)",c3,A,True,22,9,3,h1
"(15,12)","(14,13)",c4,GBFS,True,23,8,3,h1
"(15,12)","(14,13)",c4,A,True,22,9,3,h1
"(15,12)","(14,13)",c1,GBFS,True,20,8,3,h2
"(15,12)","(14,13)",c1,A,True,20,13,4,h2
"(15,12)","(14,13)",c2,GBFS,True,25,8,3,h2
"(15,12)","(14,13)",c2,A,True,25,13,4,h2
"(15,12)","(14,13)",c3,GBFS,True,23,8,3,h2
"(15,12)","(14,13)",c3,A,True,22,9,3,h2
"(15,12)","(14,13)",c4,GBFS,True,23,8,3,h2
"(15,12)","(14,13)",c4,A,True,22,9,3,h2
"(30,29)","(23,15)",c1,GBFS,True,210,57,22,h1
"(30,29)","(23,15)",c1,A,True,210,476,125,h1
"(30,29)","(23,15)",c2,GBFS,True,245,57,22,h1
"(30,29)","(23,15)",c2,A,True,245,509,134,h1
"(30,29)","(23,15)",c3,GBFS,True,226,57,22,h1
"(30,29)","(23,15)",c3,A,True,214,436,115,h1
"(30,29)","(23,15)",c4,GBFS,True,201,57,22,h1
"(30,29)","(23,15)",c4,A,True,184,323,85,h1
"(30,29)","(23,15)",c1,GBFS,True,210,64,22,h2
"(30,29)","(23,15)",c1,A,True,210,462,120,h2
"(30,29)","(23,15)",c2,GBFS,True,245,64,22,h2
"(30,29)","(23,15)",c2,A,True,245,488,128,h2
"(30,29)","(23,15)",c3,GBFS,True,222,64,22,h2
"(30,29)","(23,15)",c3,A,True,214,350,92,h2
"(30,29)","(23,15)",c4,GBFS,True,210,64,22,h2
"(30,29)","(23,15)",c4,A,True,191,81,22,h2
"(24,20)","(1,15)",c1,GBFS,True,280,86,29,h1
"(24,20)","(1,15)",c1,A,True,280,789,198,h1
"(24,20)","(1,15)",c2,GBFS,True,395,86,29,h1
"(24,20)","(1,15)",c2,A,True,395,1823,458,h1
"(24,20)","(1,15)",c3,GBFS,True,336,86,29,h1
"(24,20)","(1,15)",c3,A,True,322,1173,294,h1
"(24,20)","(1,15)",c4,GBFS,True,272,86,29,h1
"(24,20)","(1,15)",c4,A,True,252,453,114,h1
"(24,20)","(1,15)",c1,GBFS,True,280,86,29,h2
"(24,20)","(1,15)",c1,A,True,280,573,144,h2
"(24,20)","(1,15)",c2,GBFS,True,395,86,29,h2
"(24,20)","(1,15)",c2,A,True,395,1221,306,h2
"(24,20)","(1,15)",c3,GBFS,True,332,86,29,h2
"(24,20)","(1,15)",c3,A,True,322,721,181,h2
"(24,20)","(1,15)",c4,GBFS,True,262,86,29,h2
"(24,20)","(1,15)",c4,A,True,252,169,43,h2
"(7,8)","(9,5)",c1,GBFS,True,50,17,6,h1
"(7,8)","(9,5)",c1,A,True,50,45,12,h1
"(7,8)","(9,5)",c2,GBFS,True,60,17,6,h1
"(7,8)","(9,5)",c2,A,True,60,53,14,h1
"(7,8)","(9,5)",c3,GBFS,True,52,17,6,h1
"(7,8)","(9,5)",c3,A,True,51,37,10,h1
"(7,8)","(9,5)",c4,GBFS,True,52,17,6,h1
"(7,8)","(9,5)",c4,A,True,49,33,9,h1
"(7,8)","(9,5)",c1,GBFS,True,50,17,6,h2
"(7,8)","(9,5)",c1,A,True,50,45,12,h2
"(7,8)","(9,5)",c2,GBFS,True,60,17,6,h2
"(7,8)","(9,5)",c2,A,True,60,45,12,h2
"(7,8)","(9,5)",c3,GBFS,True,55,17,6,h2
"(7,8)","(9,5)",c3,A,True,51,25,7,h2
"(7,8)","(9,5)",c4,GBFS,True,55,17,6,h2
"(7,8)","(9,5)",c4,A,True,49,21,6,h2
"(14,11)","(14,8)",c1,GBFS,True,30,11,4,h1
"(14,11)","(14,8)",c1,A,True,30,13,4,h1
"(14,11)","(14,8)",c2,GBFS,True,30,11,4,h1
"(14,11)","(14,8)",c2,A,True,30,13,4,h1
"(14,11)","(14,8)",c3,GBFS,True,30,11,4,h1
"(14,11)","(14,8)",c3,A,True,30,13,4,h1
"(14,11)","(14,8)",c4,GBFS,True,30,11,4,h1
"(14,11)","(14,8)",c4,A,True,30,13,4,h1
"(14,11)","(14,8)",c1,GBFS,True,30,11,4,h2
"(14,11)","(14,8)",c1,A,True,30,13,4,h2
"(14,11)","(14,8)",c2,GBFS,True,30,11,4,h2
"(14,11)","(14,8)",c2,A,True,30,13,4,h2
"(14,11)","(14,8)",c3,GBFS,True,30,11,4,h2
"(14,11)","(14,8)",c3,A,True,30,13,4,h2
"(14,11)","(14,8)",c4,GBFS,True,30,11,4,h2
"(14,11)","(14,8)",c4,A,True,30,13,4,h2
"(24,12)","(0,30)",c1,GBFS,True,420,127,43,h1
"(24,12)","(0,30)",c1,A,True,420,2544,648,h1
"(24,12)","(0,30)",c2,GBFS,True,540,127,43,h1
"(24,12)","(0,30)",c2,A,True,540,3164,810,h1
"(24,12)","(0,30)",c3,GBFS,True,480,127,43,h1
"(24,12)","(0,30)",c3,A,True,447,2601,659,h1
"(24,12)","(0,30)",c4,GBFS,True,419,127,43,h1
"(24,12)","(0,30)",c4,A,True,361,1695,425,h1
"(24,12)","(0,30)",c1,GBFS,True,420,110,43,h2
"(24,12)","(0,30)",c1,A,True,420,1855,475,h2
"(24,12)","(0,30)",c2,GBFS,True,540,110,43,h2
"(24,12)","(0,30)",c2,A,True,540,2459,627,h2
"(24,12)","(0,30)",c3,GBFS,True,474,110,43,h2
"(24,12)","(0,30)",c3,A,True,447,1520,387,h2
"(24,12)","(0,30)",c4,GBFS,True,401,110,43,h2
"(24,12)","(0,30)",c4,A,True,360,227,58,h2
"(12,14)","(12,0)",c1,GBFS,True,140,44,15,h1
"(12,14)","(12,0)",c1,A,True,140,57,15,h1
"(12,14)","(12,0)",c2,GBFS,True,140,44,15,h1
"(12,14)","(12,0)",c2,A,True,140,57,15,h1
"(12,14)","(12,0)",c3,GBFS,True,140,44,15,h1
"(12,14)","(12,0)",c3,A,True,140,57,15,h1
"(12,14)","(12,0)",c4,GBFS,True,140,44,15,h1
"(12,14)","(12,0)",c4,A,True,140,57,15,h1
"(12,14)","(12,0)",c1,GBFS,True,140,44,15,h2
"(12,14)","(12,0)",c1,A,True,140,57,15,h2
"(12,14)","(12,0)",c2,GBFS,True,140,44,15,h2
"(12,14)","(12,0)",c2,A,True,140,57,15,h2
"(12,14)","(12,0)",c3,GBFS,True,140,44,15,h2
"(12,14)","(12,0)",c3,A,True,140,57,15,h2
"(12,14)","(12,0)",c4,GBFS,True,140,44,15,h2
"(12,14)","(12,0)",c4,A,True,140,57,15,h2
"(6,11)","(4,25)",c1,GBFS,True,160,50,17,h1
"(6,11)","(4,25)",c1,A,True,160,221,56,h1
"(6,11)","(4,25)",c2,GBFS,True,170,50,17,h1
"(6,11)","(4,25)",c2,A,True,170,229,58,h1
"(6,11)","(4,25)",c3,GBFS,True,168,50,17,h1
"(6,11)","(4,25)",c3,A,True,160,173,44,h1
"(6,11)","(4,25)",c4,GBFS,True,160,50,17,h1
"(6,11)","(4,25)",c4,A,True,151,129,33,h1
"(6,11)","(4,25)",c1,GBFS,True,160,50,17,h2
"(6,11)","(4,25)",c1,A,True,160,177,45,h2
"(6,11)","(4,25)",c2,GBFS,True,170,50,17,h2
"(6,11)","(4,25)",c2,A,True,170,177,45,h2
"(6,11)","(4,25)",c3,GBFS,True,165,50,17,h2
"(6,11)","(4,25)",c3,A,True,160,133,34,h2
"(6,11)","(4,25)",c4,GBFS,True,165,50,17,h2
"(6,11)","(4,25)",c4,A,True,159,65,17,h2
"(22,27)","(3,18)",c1,GBFS,True,280,86,29,h1
"(22,27)","(3,18)",c1,A,True,280,1041,264,h1
"(22,27)","(3,18)",c2,GBFS,True,375,86,29,h1
"(22,27)","(3,18)",c2,A,True,375,1561,396,h1
"(22,27)","(3,18)",c3,GBFS,True,328,86,29,h1
"(22,27)","(3,18)",c3,A,True,307,1159,294,h1
"(22,27)","(3,18)",c4,GBFS,True,268,86,29,h1
"(22,27)","(3,18)",c4,A,True,246,689,173,h1
"(22,27)","(3,18)",c1,GBFS,True,280,86,29,h2
"(22,27)","(3,18)",c1,A,True,280,797,200,h2
"(22,27)","(3,18)",c2,GBFS,True,375,86,29,h2
"(22,27)","(3,18)",c2,A,True,375,1260,318,h2
"(22,27)","(3,18)",c3,GBFS,True,322,86,29,h2
"(22,27)","(3,18)",c3,A,True,307,773,194,h2
"(22,27)","(3,18)",c4,GBFS,True,276,86,29,h2
"(22,27)","(3,18)",c4,A,True,243,153,39,h2
